82,0,0,9999,-9999,1,100,1,17.1,0,0,0,0,0,0,0,1.71,17.1,17.1,0,0
82,0,0,9999,-9999,1,100,1,18.5,0,0,0,0,0,0,0,1.85,18.5,18.5,0,0
82,0,0,9999,-9999,1,100,1,18.5,0,0,0,0,0,0,0,1.85,18.5,18.5,0,0
62,0,0,9999,-9999,1,100,1,66,11,0,0,0,0,0,0,6.6,66,66,0,0
55,0,0,9999,-9999,1,100,1,0.1,0,0,0,0,0,0,0,0.01,0.1,0.1,0,0
82,0,0,9999,-9999,1,100,1,11.1,0,0,0,0,0,0,0,1.11,11.1,11.1,0,0
82,0,0,9999,-9999,1,100,1,20,0,0,0,0,0,0,0,2,20,20,0,0
82,119.4,0,9999,-9999,1,100,1,349,96,0,0,0,0,0,0,34.9,349,349,0,0
82,0,0,9999,-9999,1,100,1,539,1,0,0,0,0,0,0,53.9,539,539,0,0
82,0,0,9999,-9999,1,100,1,153,1,0,0,0,0,0,0,15.3,153,153,0,0
82,0,0,9999,-9999,1,100,1,756,40,0,0,0,0,0,0,75.6,756,756,0,0
82,0,0,9999,-9999,1,100,1,776,2,0,0,0,0,0,0,77.6,776,776,0,0
82,184.42,0,9999,-9999,1,100,1,318,129,0,0,0,0,0,0,31.8,318,318,0,0
82,80.388,0,9999,-9999,1,100,1,320,99,0,0,0,0,0,0,32,320,320,0,0
82,0,0,9999,-9999,1,100,1,313,163,0,0,0,0,0,0,31.3,313,313,0,0
82,209.25,0,9999,-9999,1,100,1,313,166,0,0,0,0,0,0,31.3,313,313,0,0
82,73.295,0,9999,-9999,1,100,1,313,92,0,0,0,0,0,0,31.3,313,313,0,0
82,0,0,9999,-9999,1,100,1,313,87,0,0,0,0,0,0,31.3,313,313,0,0
82,0,0,9999,-9999,1,100,1,16,0,0,0,0,0,0,0,1.6,16,16,0,0
82,0,0,9999,-9999,1,100,1,44,0,0,0,0,0,0,0,4.4,44,44,0,0
82,0,0,9999,-9999,1,100,1,44,0,0,0,0,0,0,0,4.4,44,44,0,0
82,0,0,9999,-9999,1,100,1,44,0,0,0,0,0,0,0,4.4,44,44,0,0
82,0,0,9999,-9999,1,100,1,40,0,0,0,0,0,0,0,4,40,40,0,0
82,0,0,9999,-9999,1,100,1,40,0,0,0,0,0,0,0,4,40,40,0,0
82,0,0,9999,-9999,1,100,1,44,0,0,0,0,0,0,0,4.4,44,44,0,0
82,0,0,9999,-9999,1,100,1,40,0,0,0,0,0,0,0,4,40,40,0,0
82,0,0,9999,-9999,1,100,1,46,0,0,0,0,0,0,0,4.6,46,46,0,0
82,0,0,9999,-9999,1,100,1,40,0,0,0,0,0,0,0,4,40,40,0,0
82,0,0,9999,-9999,1,100,1,40,0,0,0,0,0,0,0,4,40,40,0,0
82,0,0,9999,-9999,1,100,1,44,0,0,0,0,0,0,0,4.4,44,44,0,0
82,0,0,9999,-9999,1,100,1,42,0,0,0,0,0,0,0,4.2,42,42,0,0
42,0,0,9999,-9999,1,100,1,390,271,0,0,0,0,0,0,39,390,390,0,0
42,0,0,9999,-9999,1,100,1,378,132,0,0,0,0,0,0,37.8,378,378,0,0
42,0,0,9999,-9999,1,100,1,392,269.45,0,0,0,0,0,0,39.2,392,392,0,0
79,0,0,9999,-9999,1,100,1,24,1,0,0,0,0,0,0,2.4,24,24,0,0
79,0,0,9999,-9999,1,100,1,24,1,0,0,0,0,0,0,2.4,24,24,0,0
79,0,0,9999,-9999,1,100,1,22,1,0,0,0,0,0,0,2.2,22,22,0,0
79,0,0,9999,-9999,1,100,1,22,1,0,0,0,0,0,0,2.2,22,22,0,0
79,0,0,9999,-9999,1,100,1,23,1,0,0,0,0,0,0,0.35,3.5,10.5,0,0
79,0,0,9999,-9999,1,100,1,41.8,0,0,0,0,0,0,0,0.69667,6.9667,20.9,0,0
79,0,0,9999,-9999,1,100,1,41.8,0,0,0,0,0,0,0,0.69667,6.9667,20.9,0,0
79,0,0,9999,-9999,1,100,1,41.8,0,0,0,0,0,0,0,0.69667,6.9667,20.9,0,0
79,0,0,9999,-9999,1,100,1,41.8,0,0,0,0,0,0,0,0.69667,6.9667,20.9,0,0
79,0,0,9999,-9999,1,100,1,22,1,0,0,0,0,0,0,0.325,3.25,9.75,0,0
79,0,0,9999,-9999,1,100,1,22,1,0,0,0,0,0,0,0.325,3.25,9.75,0,0
79,0,0,9999,-9999,1,100,1,209,49,0,0,0,0,0,0,2.2583,22.583,67.75,0,0
79,94,0,9999,-9999,1,100,1,201,48,0,0,0,0,0,0,1.425,14.25,42.75,0,0
62,0,0,9999,-9999,1,100,1,43,9,0,0,0,0,0,0,0.44167,4.4167,13.25,0,0
47,0,0,9999,-9999,1,100,1,98,1.3,0,0,0,0,0,0,0.80833,8.0833,24.25,0,0
42,163,0,9999,-9999,1,100,1,618,116,0,0,0,0,0,0,6,60,180,0,0
79,0,0,9999,-9999,1,100,1,61,10,0,0,0,0,0,0,0.85,8.5,25.5,0,0
79,0,0,9999,-9999,1,100,1,83,27,0,0,0,0,0,0,0.875,8.75,26.25,0,0
79,0,0,9999,-9999,1,100,1,49,14,0,0,0,0,0,0,0.64167,6.4167,19.25,0,0
71,0,0,9999,-9999,1,100,1,47.7,0,0,0,0,0,0,0,0.795,7.95,23.85,0,0
77,0,0,9999,-9999,1,100,1,621,30.55,0,0,0,0,0,0,6.2083,62.083,186.25,0,0
77,0,0,9999,-9999,1,100,1,593,83.4,0,0,0,0,0,0,4.9,49,147,0,0
80,0,0,9999,-9999,1,100,1,49,15,0,0,0,0,0,0,0.65833,6.5833,19.75,0,0
82,254.17,0,9999,-9999,1,100,1,240,101,0,0,0,0,0,0,1.5917,15.917,47.75,0,0
45,0,0,9999,-9999,1,100,1,1.1,0,0,0,0,0,0,0,0.018333,0.18333,0.55,0,0
45,0,0,9999,-9999,1,100,1,2.2,0,0,0,0,0,0,0,0.036667,0.36667,1.1,0,0
77,286,0,9999,-9999,1,100,1,361,222,0,0,0,0,0,0,3.5333,35.333,106,0,0
77,286,0,9999,-9999,1,100,1,362,221,0,0,0,0,0,0,3.2833,32.833,98.5,0,0
80,282,0,9999,-9999,1,100,1,373,247,0,0,0,0,0,0,2.725,27.25,81.75,0,0
51,0,0,9999,-9999,1,100,1,82,15,0,0,0,0,0,0,0.89167,8.9167,26.75,0,0
47,0,0,9999,-9999,1,100,1,61,0,0,0,0,0,0,0,1.0167,10.167,30.5,0,0
42,0,0,9999,-9999,1,100,1,78,39,0,0,0,0,0,0,0.64167,6.4167,19.25,0,0
65,0,0,9999,-9999,1,100,1,166,59,0,0,0,0,0,0,1.2667,12.667,38,0,0
79,0,0,9999,-9999,1,100,1,3.5,0,0,0,0,0,0,0,0.058333,0.58333,1.75,0,0
79,0,0,9999,-9999,1,100,1,3.5,0,0,0,0,0,0,0,0.058333,0.58333,1.75,0,0
79,0,0,9999,-9999,1,100,1,5.2,0,0,0,0,0,0,0,0.086667,0.86667,2.6,0,0
79,0,0,9999,-9999,1,100,1,6.2,0,0,0,0,0,0,0,0.10333,1.0333,3.1,0,0
39,0,0,9999,-9999,1,100,1,21.6,0,0,0,0,0,0,0,0.36,3.6,10.8,0,0
77,0,0,9999,-9999,1,100,1,74,7,0,0,0,0,0,0,0.65,6.5,19.5,0,0
77,0,0,9999,-9999,1,100,1,70,7.75,0,0,0,0,0,0,0.73333,7.3333,22,0,0
77,0,0,9999,-9999,1,100,1,147,3.85,0,0,0,0,0,0,1.2083,12.083,36.25,0,0
