2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,35.338,-62.684
2,0,0,2,38.266,0
2,0,0,2,48.678,0
2,0,0,2,60.706,0
2,0,0,2,47.406,1380.6
2,0,0,2,48.625,1861.9
2,0,0,2,58.639,807.07
2,0,0,2,79.914,4451.3
2,0,0,2,78.264,4739
2,0,0,2,27.876,2113.4
2,0,0,2,27.996,2043.7
2,0,0,2,31.62,1367
2,0,0,2,30.219,1796.2
2,0,0,2,35.446,1272.8
2,0,0,2,35.062,1229.7
2,0,0,2,60.706,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,27.237,667.66
2,0,0,2,24.517,1557.7
2,0,0,2,30.532,-25.728
2,0,0,2,95.428,26.347
2,0,0,2,95.428,26.347
2,0,0,2,94.508,23.589
2,0,0,2,94.508,23.589
2,0,0,2,93.237,28.174
2,0,0,2,67.143,0
2,0,0,2,67.143,0
2,0,0,2,67.143,0
2,0,0,2,67.143,0
2,0,0,2,95.135,26.635
2,0,0,2,95.135,26.635
2,0,0,2,60.778,404.83
2,0,0,2,59.431,323.14
2,0,0,2,41.332,391.95
2,0,0,2,26.377,585.58
2,0,0,2,42.115,1067
2,0,0,2,44.444,104.99
2,0,0,2,46.476,240.5
2,0,0,2,97.025,-1756.3
2,0,0,2,32.822,0
2,0,0,2,35.887,2835.2
2,0,0,2,42.968,1306.4
2,0,0,2,101.67,-2054.8
2,0,0,2,58.696,722.31
2,0,0,2,38.266,0
2,0,0,2,38.266,0
2,0,0,2,31.474,-649.37
2,0,0,2,31.09,-540.81
2,0,0,2,41.272,-326.84
2,0,0,2,40.828,699.93
2,0,0,2,32.822,0
2,0,0,2,40.876,-137.91
2,0,0,2,28.888,343.46
2,0,0,2,183.17,0
2,0,0,2,183.17,0
2,0,0,2,183.17,0
2,0,0,2,183.17,0
2,0,0,2,236.21,0
2,0,0,2,52.263,322.05
2,0,0,2,48.822,372.28
2,0,0,2,36.191,707.67
2,0,0,2,32.829,849.44
2,0,0,2,28.878,428.14
2,0,0,2,28.438,482.25
2,0,0,2,183.17,0
2,0,0,2,183.17,0
2,0,0,2,183.17,0
2,0,0,2,236.21,0
2,0,0,2,42.594,2364.2
2,0,0,2,41.867,2445
2,0,0,2,141.64,-4314.1
2,0,0,2,390.46,-10127
2,0,0,2,55.243,1704.9
2,0,0,2,39.616,423.1
2,0,0,2,183.17,0
2,0,0,2,236.21,0
2,0,0,2,67.143,0
2,0,0,2,62.304,-135.68
2,0,0,2,47.721,0
2,0,0,2,244.88,209.6
2,0,0,2,252.26,158.21
2,0,0,2,59.563,-106.29
2,0,0,2,62.34,-206.64
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
2,0,0,2,236.21,0
